ensembl_gene_id	go_id	description	name_1006	namespace_1003	beebase
GeneID_807695	GO:0016020	Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3]	membrane	cellular_component	
GeneID_807695	GO:0005739	Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3]	mitochondrion	cellular_component	
GeneID_807695	GO:0022900	Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3]	electron transport chain	biological_process	
GeneID_807695	GO:1902600	Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3]	proton transmembrane transport	biological_process	
GeneID_807695	GO:0070469	Cytochrome c oxidase subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT3]	respirasome	cellular_component	
LOC725653	GO:0016787	pseudouridine-5'-phosphatase, transcript variant X2	hydrolase activity	molecular_function	GB54587
LOC102656439	GO:0004000	adenosine deaminase 2	adenosine deaminase activity	molecular_function	
LOC102656439	GO:0006154	adenosine deaminase 2	adenosine catabolic process	biological_process	
LOC102656439	GO:0005615	adenosine deaminase 2	extracellular space	cellular_component	
LOC102656439	GO:0019239	adenosine deaminase 2	deaminase activity	molecular_function	
LOC551212	GO:0016592	mediator of RNA polymerase II transcription subunit 16, transcript variant X1	mediator complex	cellular_component	GB43697
LOC724932	GO:0030176	xyloside xylosyltransferase 1	integral component of endoplasmic reticulum membrane	cellular_component	GB40483
LOC724932	GO:0035252	xyloside xylosyltransferase 1	UDP-xylosyltransferase activity	molecular_function	GB40483
LOC100577603	GO:0005634	POU domain protein CF1A	nucleus	cellular_component	
LOC100577603	GO:0003677	POU domain protein CF1A	DNA binding	molecular_function	
LOC100577603	GO:0006355	POU domain protein CF1A	regulation of transcription, DNA-templated	biological_process	
LOC100577603	GO:0007420	POU domain protein CF1A	brain development	biological_process	
LOC100577603	GO:0006357	POU domain protein CF1A	regulation of transcription by RNA polymerase II	biological_process	
LOC100577603	GO:0043565	POU domain protein CF1A	sequence-specific DNA binding	molecular_function	
LOC100577603	GO:0003700	POU domain protein CF1A	DNA-binding transcription factor activity	molecular_function	
LOC100577603	GO:0000981	POU domain protein CF1A	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function	
LOC102655072	GO:0005576	microtubule-associated protein futsch-like, transcript variant X8	extracellular region	cellular_component	
LOC102655072	GO:0008061	microtubule-associated protein futsch-like, transcript variant X8	chitin binding	molecular_function	
LOC552289	GO:0005634	RNA-binding protein 39, transcript variant X3	nucleus	cellular_component	GB42838
LOC552289	GO:0003676	RNA-binding protein 39, transcript variant X3	nucleic acid binding	molecular_function	GB42838
LOC552289	GO:0003723	RNA-binding protein 39, transcript variant X3	RNA binding	molecular_function	GB42838
LOC552289	GO:0006397	RNA-binding protein 39, transcript variant X3	mRNA processing	biological_process	GB42838
LOC411463	GO:0005085	PH and SEC7 domain-containing protein 2, transcript variant X3	guanyl-nucleotide exchange factor activity	molecular_function	GB41193
LOC411463	GO:0005543	PH and SEC7 domain-containing protein 2, transcript variant X3	phospholipid binding	molecular_function	GB41193
LOC411463	GO:0032012	PH and SEC7 domain-containing protein 2, transcript variant X3	regulation of ARF protein signal transduction	biological_process	GB41193
LOC411463	GO:0005515	PH and SEC7 domain-containing protein 2, transcript variant X3	protein binding	molecular_function	GB41193
LOC724929	GO:0005524	serine/threonine-protein kinase tricorner, transcript variant X9	ATP binding	molecular_function	GB53582
LOC724929	GO:0004672	serine/threonine-protein kinase tricorner, transcript variant X9	protein kinase activity	molecular_function	GB53582
LOC724929	GO:0004674	serine/threonine-protein kinase tricorner, transcript variant X9	protein serine/threonine kinase activity	molecular_function	GB53582
LOC724929	GO:0006468	serine/threonine-protein kinase tricorner, transcript variant X9	protein phosphorylation	biological_process	GB53582
LOC409455	GO:0005634	doublesex- and mab-3-related transcription factor A2	nucleus	cellular_component	GB43847
LOC409455	GO:0006355	doublesex- and mab-3-related transcription factor A2	regulation of transcription, DNA-templated	biological_process	GB43847
LOC409455	GO:0043565	doublesex- and mab-3-related transcription factor A2	sequence-specific DNA binding	molecular_function	GB43847
LOC409455	GO:0005515	doublesex- and mab-3-related transcription factor A2	protein binding	molecular_function	GB43847
LOC551501	GO:0016757	fringe glycosyltransferase	glycosyltransferase activity	molecular_function	GB44913
LOC551501	GO:0016020	fringe glycosyltransferase	membrane	cellular_component	GB44913
LOC100577409	GO:0055085	solute carrier organic anion transporter family member 3A1	transmembrane transport	biological_process	GB42865
LOC100577409	GO:0016020	solute carrier organic anion transporter family member 3A1	membrane	cellular_component	GB42865
LOC100577409	GO:0005515	solute carrier organic anion transporter family member 3A1	protein binding	molecular_function	GB42865
GeneID_100578230	GO:0016021	odorant receptor 115	integral component of membrane	cellular_component	GB53347
GeneID_100578230	GO:0005549	odorant receptor 115	odorant binding	molecular_function	GB53347
GeneID_100578230	GO:0007165	odorant receptor 115	signal transduction	biological_process	GB53347
GeneID_100578230	GO:0005886	odorant receptor 115	plasma membrane	cellular_component	GB53347
GeneID_100578230	GO:0004984	odorant receptor 115	olfactory receptor activity	molecular_function	GB53347
GeneID_100578230	GO:0016020	odorant receptor 115	membrane	cellular_component	GB53347
GeneID_100578230	GO:0007608	odorant receptor 115	sensory perception of smell	biological_process	GB53347
LOC408809	GO:0046872	diacylglycerol kinase theta, transcript variant X2	metal ion binding	molecular_function	GB50415
LOC408809	GO:0005524	diacylglycerol kinase theta, transcript variant X2	ATP binding	molecular_function	GB50415
LOC408809	GO:0003676	diacylglycerol kinase theta, transcript variant X2	nucleic acid binding	molecular_function	GB50415
LOC408809	GO:0003723	diacylglycerol kinase theta, transcript variant X2	RNA binding	molecular_function	GB50415
LOC408809	GO:0007165	diacylglycerol kinase theta, transcript variant X2	signal transduction	biological_process	GB50415
LOC408809	GO:0003951	diacylglycerol kinase theta, transcript variant X2	NAD+ kinase activity	molecular_function	GB50415
LOC408809	GO:0007205	diacylglycerol kinase theta, transcript variant X2	protein kinase C-activating G protein-coupled receptor signaling pathway	biological_process	GB50415
LOC408809	GO:0004143	diacylglycerol kinase theta, transcript variant X2	diacylglycerol kinase activity	molecular_function	GB50415
LOC408809	GO:0035556	diacylglycerol kinase theta, transcript variant X2	intracellular signal transduction	biological_process	GB50415
LOC408809	GO:0016301	diacylglycerol kinase theta, transcript variant X2	kinase activity	molecular_function	GB50415
LOC411881	GO:0046872	peregrin, transcript variant X2	metal ion binding	molecular_function	GB40453
LOC411881	GO:0005515	peregrin, transcript variant X2	protein binding	molecular_function	GB40453
LOC409087	GO:0016491	D-beta-hydroxybutyrate dehydrogenase, mitochondrial, transcript variant X1	oxidoreductase activity	molecular_function	GB55559
LOC725880	GO:0003723	small nuclear ribonucleoprotein F, transcript variant X1	RNA binding	molecular_function	GB48423
LOC725880	GO:0000398	small nuclear ribonucleoprotein F, transcript variant X1	mRNA splicing, via spliceosome	biological_process	GB48423
LOC725880	GO:0005732	small nuclear ribonucleoprotein F, transcript variant X1	sno(s)RNA-containing ribonucleoprotein complex	cellular_component	GB48423
LOC725880	GO:0000387	small nuclear ribonucleoprotein F, transcript variant X1	spliceosomal snRNP assembly	biological_process	GB48423
LOC725880	GO:0005681	small nuclear ribonucleoprotein F, transcript variant X1	spliceosomal complex	cellular_component	GB48423
LOC100577423	GO:0003676	methyltransferase-like protein 4	nucleic acid binding	molecular_function	GB50965
LOC100577423	GO:0008168	methyltransferase-like protein 4	methyltransferase activity	molecular_function	GB50965
LOC100577423	GO:0032259	methyltransferase-like protein 4	methylation	biological_process	GB50965
GeneID_807696	GO:0016021	ATP synthase subunit a [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT6]	integral component of membrane	cellular_component	
GeneID_807696	GO:0005743	ATP synthase subunit a [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT6]	mitochondrial inner membrane	cellular_component	
GeneID_807696	GO:0045263	ATP synthase subunit a [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT6]	proton-transporting ATP synthase complex, coupling factor F(o)	cellular_component	
GeneID_807696	GO:0015986	ATP synthase subunit a [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT6]	ATP synthesis coupled proton transport	biological_process	
GeneID_807696	GO:0015078	ATP synthase subunit a [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT6]	proton transmembrane transporter activity	molecular_function	
GeneID_807696	GO:0016020	ATP synthase subunit a [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT6]	membrane	cellular_component	
GeneID_807696	GO:0005739	ATP synthase subunit a [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT6]	mitochondrion	cellular_component	
GeneID_807696	GO:0006811	ATP synthase subunit a [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT6]	ion transport	biological_process	
GeneID_807696	GO:1902600	ATP synthase subunit a [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT6]	proton transmembrane transport	biological_process	
GeneID_807696	GO:0006754	ATP synthase subunit a [Source:UniProtKB/TrEMBL;Acc:A0A347ZMT6]	ATP biosynthetic process	biological_process	
LOC408556	GO:0005525	eukaryotic translation initiation factor 5B, transcript variant X1	GTP binding	molecular_function	GB51257
LOC408556	GO:0003924	eukaryotic translation initiation factor 5B, transcript variant X1	GTPase activity	molecular_function	GB51257
LOC412027	GO:0018024	histone-lysine N-methyltransferase PR-Set7	histone-lysine N-methyltransferase activity	molecular_function	GB41135
LOC412027	GO:0005515	histone-lysine N-methyltransferase PR-Set7	protein binding	molecular_function	GB41135
LOC413357	GO:0004843	ubiquitin carboxyl-terminal hydrolase 31, transcript variant X2	thiol-dependent deubiquitinase	molecular_function	GB41035
LOC413357	GO:0006511	ubiquitin carboxyl-terminal hydrolase 31, transcript variant X2	ubiquitin-dependent protein catabolic process	biological_process	GB41035
LOC413357	GO:0016579	ubiquitin carboxyl-terminal hydrolase 31, transcript variant X2	protein deubiquitination	biological_process	GB41035
LOC551495	GO:0034464	Bardet-Biedl syndrome 5 protein homolog	BBSome	cellular_component	GB47342
LOC727193	GO:0006629	lipase member H-A	lipid metabolic process	biological_process	GB43508
LOC727193	GO:0016298	lipase member H-A	lipase activity	molecular_function	GB43508
LOC411843	GO:0008180	COP9 signalosome complex subunit 7b, transcript variant X4	COP9 signalosome	cellular_component	GB53853
LOC411843	GO:0010387	COP9 signalosome complex subunit 7b, transcript variant X4	COP9 signalosome assembly	biological_process	GB53853
LOC727539	GO:0016746	lysocardiolipin acyltransferase 1	acyltransferase activity	molecular_function	
LOC726514	GO:0005886	adenylate cyclase type 6, transcript variant X3	plasma membrane	cellular_component	GB41921
LOC726514	GO:0035556	adenylate cyclase type 6, transcript variant X3	intracellular signal transduction	biological_process	GB41921
LOC726514	GO:0009190	adenylate cyclase type 6, transcript variant X3	cyclic nucleotide biosynthetic process	biological_process	GB41921
LOC726514	GO:0016849	adenylate cyclase type 6, transcript variant X3	phosphorus-oxygen lyase activity	molecular_function	GB41921
LOC726514	GO:0004016	adenylate cyclase type 6, transcript variant X3	adenylate cyclase activity	molecular_function	GB41921
LOC726514	GO:0006171	adenylate cyclase type 6, transcript variant X3	cAMP biosynthetic process	biological_process	GB41921
LOC552429	GO:0004601	peroxiredoxin-5, mitochondrial	peroxidase activity	molecular_function	GB43999
LOC552429	GO:0045454	peroxiredoxin-5, mitochondrial	cell redox homeostasis	biological_process	GB43999
LOC552429	GO:0051920	peroxiredoxin-5, mitochondrial	peroxiredoxin activity	molecular_function	GB43999
LOC552429	GO:0016491	peroxiredoxin-5, mitochondrial	oxidoreductase activity	molecular_function	GB43999
LOC102656291	GO:0070072	coiled-coil domain-containing protein 115	vacuolar proton-transporting V-type ATPase complex assembly	biological_process	
LOC724915	GO:0005515	Usher syndrome type-1G protein homolog, transcript variant X2	protein binding	molecular_function	GB42272
LOC411044	GO:0046872	inhibitor of growth protein 1	metal ion binding	molecular_function	GB49538
LOC411044	GO:0005634	inhibitor of growth protein 1	nucleus	cellular_component	GB49538
LOC411044	GO:0006325	inhibitor of growth protein 1	chromatin organization	biological_process	GB49538
LOC551397	GO:0005840	28S ribosomal protein S18a, mitochondrial	ribosome	cellular_component	GB16303
LOC551397	GO:0003735	28S ribosomal protein S18a, mitochondrial	structural constituent of ribosome	molecular_function	GB16303
LOC551397	GO:0006412	28S ribosomal protein S18a, mitochondrial	translation	biological_process	GB16303
LOC724635	GO:0008168	tRNA:m(4)X modification enzyme TRM13 homolog	methyltransferase activity	molecular_function	GB46501
LOC724635	GO:0008033	tRNA:m(4)X modification enzyme TRM13 homolog	tRNA processing	biological_process	GB46501
LOC724635	GO:0030488	tRNA:m(4)X modification enzyme TRM13 homolog	tRNA methylation	biological_process	GB46501
